txName: T4tbWoff
conditionDescription: not yet assigned
condition: not yet assigned
constraint: not yet assigned
figureUrl: https://twiki.cern.ch/twiki/pub/CMSPublic/PhysicsResultsSUS14011/T2tbHybridNew0Lp1Lp2LXSEC.pdf
validated: None
axes: Eq(mother,x)_Eq(inter0,y+5.0)_Eq(lsp,y)+Eq(mother,x)_Eq(lsp,y)
publishedData: True
upperLimits: [[[[100.0*GeV, 5.0*GeV, 0.0*GeV], [100.0*GeV, 0.0*GeV]], 164.008232158*pb],
[[[750.0*GeV, 30.0*GeV, 25.0*GeV], [750.0*GeV, 25.0*GeV]], 0.00889658010363*pb],
[[[750.0*GeV, 55.0*GeV, 50.0*GeV], [750.0*GeV, 50.0*GeV]], 0.00900189767173*pb],
[[[750.0*GeV, 80.0*GeV, 75.0*GeV], [750.0*GeV, 75.0*GeV]], 0.00914247669576*pb],
[[[750.0*GeV, 105.0*GeV, 100.0*GeV], [750.0*GeV, 100.0*GeV]], 0.00929912479423*pb],
[[[750.0*GeV, 130.0*GeV, 125.0*GeV], [750.0*GeV, 125.0*GeV]], 0.00949932271709*pb],
[[[750.0*GeV, 155.0*GeV, 150.0*GeV], [750.0*GeV, 150.0*GeV]], 0.00975371226711*pb],
[[[750.0*GeV, 180.0*GeV, 175.0*GeV], [750.0*GeV, 175.0*GeV]], 0.0100310234096*pb],
[[[750.0*GeV, 205.0*GeV, 200.0*GeV], [750.0*GeV, 200.0*GeV]], 0.0104103906363*pb],
[[[750.0*GeV, 230.0*GeV, 225.0*GeV], [750.0*GeV, 225.0*GeV]], 0.0109478264807*pb],
[[[750.0*GeV, 255.0*GeV, 250.0*GeV], [750.0*GeV, 250.0*GeV]], 0.0116768242303*pb],
[[[750.0*GeV, 280.0*GeV, 275.0*GeV], [750.0*GeV, 275.0*GeV]], 0.012543046867*pb],
[[[750.0*GeV, 305.0*GeV, 300.0*GeV], [750.0*GeV, 300.0*GeV]], 0.0136703639691*pb],
[[[750.0*GeV, 330.0*GeV, 325.0*GeV], [750.0*GeV, 325.0*GeV]], 0.0151926051524*pb],
[[[750.0*GeV, 355.0*GeV, 350.0*GeV], [750.0*GeV, 350.0*GeV]], 0.0174941786129*pb],
[[[750.0*GeV, 380.0*GeV, 375.0*GeV], [750.0*GeV, 375.0*GeV]], 0.0212547728902*pb],
[[[750.0*GeV, 405.0*GeV, 400.0*GeV], [750.0*GeV, 400.0*GeV]], 0.0263560806049*pb],
[[[750.0*GeV, 430.0*GeV, 425.0*GeV], [750.0*GeV, 425.0*GeV]], 0.0323537486572*pb],
[[[750.0*GeV, 455.0*GeV, 450.0*GeV], [750.0*GeV, 450.0*GeV]], 0.0391381582911*pb],
[[[750.0*GeV, 480.0*GeV, 475.0*GeV], [750.0*GeV, 475.0*GeV]], 0.0506677623025*pb],
[[[750.0*GeV, 505.0*GeV, 500.0*GeV], [750.0*GeV, 500.0*GeV]], 0.0641969687528*pb],
[[[750.0*GeV, 530.0*GeV, 525.0*GeV], [750.0*GeV, 525.0*GeV]], 0.0788215395967*pb],
[[[750.0*GeV, 555.0*GeV, 550.0*GeV], [750.0*GeV, 550.0*GeV]], 0.0931556330869*pb],
[[[750.0*GeV, 580.0*GeV, 575.0*GeV], [750.0*GeV, 575.0*GeV]], 0.103895455229*pb],
[[[750.0*GeV, 605.0*GeV, 600.0*GeV], [750.0*GeV, 600.0*GeV]], 0.112804069181*pb],
[[[750.0*GeV, 630.0*GeV, 625.0*GeV], [750.0*GeV, 625.0*GeV]], 0.121295082554*pb],
[[[750.0*GeV, 655.0*GeV, 650.0*GeV], [750.0*GeV, 650.0*GeV]], 0.129985576575*pb],
[[[775.0*GeV, 5.0*GeV, 0.0*GeV], [775.0*GeV, 0.0*GeV]], 0.00816654458303*pb],
[[[775.0*GeV, 30.0*GeV, 25.0*GeV], [775.0*GeV, 25.0*GeV]], 0.00819158754738*pb],
[[[775.0*GeV, 55.0*GeV, 50.0*GeV], [775.0*GeV, 50.0*GeV]], 0.00828588005487*pb],
[[[775.0*GeV, 80.0*GeV, 75.0*GeV], [775.0*GeV, 75.0*GeV]], 0.00839653971176*pb],
[[[775.0*GeV, 105.0*GeV, 100.0*GeV], [775.0*GeV, 100.0*GeV]], 0.00851352975261*pb],
[[[775.0*GeV, 130.0*GeV, 125.0*GeV], [775.0*GeV, 125.0*GeV]], 0.00863459869128*pb],
[[[775.0*GeV, 155.0*GeV, 150.0*GeV], [775.0*GeV, 150.0*GeV]], 0.00878745423886*pb],
[[[775.0*GeV, 180.0*GeV, 175.0*GeV], [775.0*GeV, 175.0*GeV]], 0.00907276563668*pb],
[[[775.0*GeV, 205.0*GeV, 200.0*GeV], [775.0*GeV, 200.0*GeV]], 0.00942868258313*pb],
[[[775.0*GeV, 230.0*GeV, 225.0*GeV], [775.0*GeV, 225.0*GeV]], 0.00986506647318*pb],
[[[775.0*GeV, 255.0*GeV, 250.0*GeV], [775.0*GeV, 250.0*GeV]], 0.0104207841487*pb],
[[[775.0*GeV, 280.0*GeV, 275.0*GeV], [775.0*GeV, 275.0*GeV]], 0.0110871794186*pb],
[[[775.0*GeV, 305.0*GeV, 300.0*GeV], [775.0*GeV, 300.0*GeV]], 0.0119430418227*pb],
[[[775.0*GeV, 330.0*GeV, 325.0*GeV], [775.0*GeV, 325.0*GeV]], 0.0130630146404*pb],
[[[775.0*GeV, 355.0*GeV, 350.0*GeV], [775.0*GeV, 350.0*GeV]], 0.0146730096326*pb],
[[[775.0*GeV, 380.0*GeV, 375.0*GeV], [775.0*GeV, 375.0*GeV]], 0.0172551659802*pb],
[[[775.0*GeV, 405.0*GeV, 400.0*GeV], [775.0*GeV, 400.0*GeV]], 0.020610252246*pb],
[[[775.0*GeV, 430.0*GeV, 425.0*GeV], [775.0*GeV, 425.0*GeV]], 0.0245400373803*pb],
[[[775.0*GeV, 455.0*GeV, 450.0*GeV], [775.0*GeV, 450.0*GeV]], 0.0294183441614*pb],
[[[775.0*GeV, 480.0*GeV, 475.0*GeV], [775.0*GeV, 475.0*GeV]], 0.0373727406278*pb],
[[[775.0*GeV, 505.0*GeV, 500.0*GeV], [775.0*GeV, 500.0*GeV]], 0.0474926817965*pb],
[[[775.0*GeV, 530.0*GeV, 525.0*GeV], [775.0*GeV, 525.0*GeV]], 0.0590768062984*pb],
[[[775.0*GeV, 555.0*GeV, 550.0*GeV], [775.0*GeV, 550.0*GeV]], 0.0709376591935*pb],
[[[775.0*GeV, 580.0*GeV, 575.0*GeV], [775.0*GeV, 575.0*GeV]], 0.0790401035442*pb],
[[[775.0*GeV, 605.0*GeV, 600.0*GeV], [775.0*GeV, 600.0*GeV]], 0.0857542402649*pb],
[[[775.0*GeV, 630.0*GeV, 625.0*GeV], [775.0*GeV, 625.0*GeV]], 0.092327690072*pb],
[[[775.0*GeV, 655.0*GeV, 650.0*GeV], [775.0*GeV, 650.0*GeV]], 0.0992967613236*pb],
[[[775.0*GeV, 680.0*GeV, 675.0*GeV], [775.0*GeV, 675.0*GeV]], 0.106961256145*pb],
[[[800.0*GeV, 5.0*GeV, 0.0*GeV], [800.0*GeV, 0.0*GeV]], 0.00753635416807*pb],
[[[800.0*GeV, 30.0*GeV, 25.0*GeV], [800.0*GeV, 25.0*GeV]], 0.0075673242446*pb],
[[[800.0*GeV, 55.0*GeV, 50.0*GeV], [800.0*GeV, 50.0*GeV]], 0.00768182572507*pb],
[[[800.0*GeV, 80.0*GeV, 75.0*GeV], [800.0*GeV, 75.0*GeV]], 0.00779554927604*pb],
[[[800.0*GeV, 105.0*GeV, 100.0*GeV], [800.0*GeV, 100.0*GeV]], 0.00789877252136*pb],
[[[800.0*GeV, 130.0*GeV, 125.0*GeV], [800.0*GeV, 125.0*GeV]], 0.00799061885299*pb],
[[[800.0*GeV, 155.0*GeV, 150.0*GeV], [800.0*GeV, 150.0*GeV]], 0.00807245013341*pb],
[[[800.0*GeV, 180.0*GeV, 175.0*GeV], [800.0*GeV, 175.0*GeV]], 0.0083662884903*pb],
[[[800.0*GeV, 205.0*GeV, 200.0*GeV], [800.0*GeV, 200.0*GeV]], 0.00867473221636*pb],
[[[800.0*GeV, 230.0*GeV, 225.0*GeV], [800.0*GeV, 225.0*GeV]], 0.00901306756577*pb],
[[[800.0*GeV, 255.0*GeV, 250.0*GeV], [800.0*GeV, 250.0*GeV]], 0.00942116510138*pb],
[[[800.0*GeV, 280.0*GeV, 275.0*GeV], [800.0*GeV, 275.0*GeV]], 0.00999750928975*pb],
[[[800.0*GeV, 305.0*GeV, 300.0*GeV], [800.0*GeV, 300.0*GeV]], 0.0107126221942*pb],
[[[800.0*GeV, 330.0*GeV, 325.0*GeV], [800.0*GeV, 325.0*GeV]], 0.011593092821*pb],
[[[800.0*GeV, 355.0*GeV, 350.0*GeV], [800.0*GeV, 350.0*GeV]], 0.0127105425634*pb],
[[[800.0*GeV, 380.0*GeV, 375.0*GeV], [800.0*GeV, 375.0*GeV]], 0.0146588357739*pb],
[[[800.0*GeV, 405.0*GeV, 400.0*GeV], [800.0*GeV, 400.0*GeV]], 0.0170378287642*pb],
[[[800.0*GeV, 430.0*GeV, 425.0*GeV], [800.0*GeV, 425.0*GeV]], 0.0198909236604*pb],
[[[800.0*GeV, 455.0*GeV, 450.0*GeV], [800.0*GeV, 450.0*GeV]], 0.0236155068345*pb],
[[[800.0*GeV, 480.0*GeV, 475.0*GeV], [800.0*GeV, 475.0*GeV]], 0.0291459834639*pb],
[[[800.0*GeV, 505.0*GeV, 500.0*GeV], [800.0*GeV, 500.0*GeV]], 0.036352592445*pb],
[[[800.0*GeV, 530.0*GeV, 525.0*GeV], [800.0*GeV, 525.0*GeV]], 0.0448956868852*pb],
[[[800.0*GeV, 555.0*GeV, 550.0*GeV], [800.0*GeV, 550.0*GeV]], 0.0538059706431*pb],
[[[800.0*GeV, 580.0*GeV, 575.0*GeV], [800.0*GeV, 575.0*GeV]], 0.0599549356344*pb],
[[[800.0*GeV, 605.0*GeV, 600.0*GeV], [800.0*GeV, 600.0*GeV]], 0.0651020915083*pb],
[[[800.0*GeV, 630.0*GeV, 625.0*GeV], [800.0*GeV, 625.0*GeV]], 0.0702646060933*pb],
[[[800.0*GeV, 655.0*GeV, 650.0*GeV], [800.0*GeV, 650.0*GeV]], 0.0759135721689*pb],
[[[800.0*GeV, 680.0*GeV, 675.0*GeV], [800.0*GeV, 675.0*GeV]], 0.0823473868873*pb],
[[[800.0*GeV, 705.0*GeV, 700.0*GeV], [800.0*GeV, 700.0*GeV]], 0.0896865533078*pb],
[[[825.0*GeV, 5.0*GeV, 0.0*GeV], [825.0*GeV, 0.0*GeV]], 0.00697922864164*pb],
[[[825.0*GeV, 30.0*GeV, 25.0*GeV], [825.0*GeV, 25.0*GeV]], 0.00697436075128*pb],
[[[825.0*GeV, 55.0*GeV, 50.0*GeV], [825.0*GeV, 50.0*GeV]], 0.00718974061551*pb],
[[[825.0*GeV, 80.0*GeV, 75.0*GeV], [825.0*GeV, 75.0*GeV]], 0.00729862610194*pb],
[[[825.0*GeV, 105.0*GeV, 100.0*GeV], [825.0*GeV, 100.0*GeV]], 0.00742697218336*pb],
[[[825.0*GeV, 130.0*GeV, 125.0*GeV], [825.0*GeV, 125.0*GeV]], 0.00757385489487*pb],
[[[825.0*GeV, 155.0*GeV, 150.0*GeV], [825.0*GeV, 150.0*GeV]], 0.00773109961167*pb],
[[[825.0*GeV, 180.0*GeV, 175.0*GeV], [825.0*GeV, 175.0*GeV]], 0.00791694775153*pb],
[[[825.0*GeV, 205.0*GeV, 200.0*GeV], [825.0*GeV, 200.0*GeV]], 0.00812436781328*pb],
[[[825.0*GeV, 230.0*GeV, 225.0*GeV], [825.0*GeV, 225.0*GeV]], 0.0083752103948*pb],
[[[825.0*GeV, 255.0*GeV, 250.0*GeV], [825.0*GeV, 250.0*GeV]], 0.00871039071461*pb],
[[[825.0*GeV, 280.0*GeV, 275.0*GeV], [825.0*GeV, 275.0*GeV]], 0.00919502841549*pb],
[[[825.0*GeV, 305.0*GeV, 300.0*GeV], [825.0*GeV, 300.0*GeV]], 0.00983389668865*pb],
[[[825.0*GeV, 330.0*GeV, 325.0*GeV], [825.0*GeV, 325.0*GeV]], 0.0106573855411*pb],
[[[825.0*GeV, 355.0*GeV, 350.0*GeV], [825.0*GeV, 350.0*GeV]], 0.0117111564814*pb],
[[[825.0*GeV, 380.0*GeV, 375.0*GeV], [825.0*GeV, 375.0*GeV]], 0.0130235557138*pb],
[[[825.0*GeV, 405.0*GeV, 400.0*GeV], [825.0*GeV, 400.0*GeV]], 0.0146609226372*pb],
[[[825.0*GeV, 430.0*GeV, 425.0*GeV], [825.0*GeV, 425.0*GeV]], 0.0167302407494*pb],
[[[825.0*GeV, 455.0*GeV, 450.0*GeV], [825.0*GeV, 450.0*GeV]], 0.0195067466709*pb],
[[[825.0*GeV, 480.0*GeV, 475.0*GeV], [825.0*GeV, 475.0*GeV]], 0.0234162512926*pb],
[[[825.0*GeV, 505.0*GeV, 500.0*GeV], [825.0*GeV, 500.0*GeV]], 0.0284728187632*pb],
[[[825.0*GeV, 530.0*GeV, 525.0*GeV], [825.0*GeV, 525.0*GeV]], 0.0344452244053*pb],
[[[825.0*GeV, 555.0*GeV, 550.0*GeV], [825.0*GeV, 550.0*GeV]], 0.0407347095996*pb],
[[[825.0*GeV, 580.0*GeV, 575.0*GeV], [825.0*GeV, 575.0*GeV]], 0.0453669097565*pb],
[[[825.0*GeV, 605.0*GeV, 600.0*GeV], [825.0*GeV, 600.0*GeV]], 0.0494349674503*pb],
[[[825.0*GeV, 630.0*GeV, 625.0*GeV], [825.0*GeV, 625.0*GeV]], 0.0535345271523*pb],
[[[825.0*GeV, 655.0*GeV, 650.0*GeV], [825.0*GeV, 650.0*GeV]], 0.0581358157852*pb],
[[[825.0*GeV, 680.0*GeV, 675.0*GeV], [825.0*GeV, 675.0*GeV]], 0.0636010678196*pb],
[[[825.0*GeV, 705.0*GeV, 700.0*GeV], [825.0*GeV, 700.0*GeV]], 0.070027232711*pb],
[[[850.0*GeV, 5.0*GeV, 0.0*GeV], [850.0*GeV, 0.0*GeV]], 0.0065106898499*pb],
[[[850.0*GeV, 30.0*GeV, 25.0*GeV], [850.0*GeV, 25.0*GeV]], 0.00656400318401*pb],
[[[850.0*GeV, 55.0*GeV, 50.0*GeV], [850.0*GeV, 50.0*GeV]], 0.00667410323791*pb],
[[[850.0*GeV, 80.0*GeV, 75.0*GeV], [850.0*GeV, 75.0*GeV]], 0.00684643723353*pb],
[[[850.0*GeV, 105.0*GeV, 100.0*GeV], [850.0*GeV, 100.0*GeV]], 0.00702751657458*pb],
[[[850.0*GeV, 130.0*GeV, 125.0*GeV], [850.0*GeV, 125.0*GeV]], 0.00725295812115*pb],
[[[850.0*GeV, 155.0*GeV, 150.0*GeV], [850.0*GeV, 150.0*GeV]], 0.00749704500073*pb],
[[[850.0*GeV, 180.0*GeV, 175.0*GeV], [850.0*GeV, 175.0*GeV]], 0.007584116863*pb],
[[[850.0*GeV, 205.0*GeV, 200.0*GeV], [850.0*GeV, 200.0*GeV]], 0.0076930281154*pb],
[[[850.0*GeV, 230.0*GeV, 225.0*GeV], [850.0*GeV, 225.0*GeV]], 0.00787163340023*pb],
[[[850.0*GeV, 255.0*GeV, 250.0*GeV], [850.0*GeV, 250.0*GeV]], 0.00814639534405*pb],
[[[850.0*GeV, 280.0*GeV, 275.0*GeV], [850.0*GeV, 275.0*GeV]], 0.00856059229344*pb],
[[[850.0*GeV, 305.0*GeV, 300.0*GeV], [850.0*GeV, 300.0*GeV]], 0.00913405889697*pb],
[[[850.0*GeV, 330.0*GeV, 325.0*GeV], [850.0*GeV, 325.0*GeV]], 0.0099176465708*pb],
[[[850.0*GeV, 355.0*GeV, 350.0*GeV], [850.0*GeV, 350.0*GeV]], 0.0109383385633*pb],
[[[850.0*GeV, 380.0*GeV, 375.0*GeV], [850.0*GeV, 375.0*GeV]], 0.0117846330702*pb],
[[[850.0*GeV, 405.0*GeV, 400.0*GeV], [850.0*GeV, 400.0*GeV]], 0.0128868908907*pb],
[[[850.0*GeV, 430.0*GeV, 425.0*GeV], [850.0*GeV, 425.0*GeV]], 0.0143486834605*pb],
[[[850.0*GeV, 455.0*GeV, 450.0*GeV], [850.0*GeV, 450.0*GeV]], 0.0163205070771*pb],
[[[850.0*GeV, 480.0*GeV, 475.0*GeV], [850.0*GeV, 475.0*GeV]], 0.019168988949*pb],
[[[850.0*GeV, 505.0*GeV, 500.0*GeV], [850.0*GeV, 500.0*GeV]], 0.0227415614954*pb],
[[[850.0*GeV, 530.0*GeV, 525.0*GeV], [850.0*GeV, 525.0*GeV]], 0.02679666515*pb],
[[[850.0*GeV, 555.0*GeV, 550.0*GeV], [850.0*GeV, 550.0*GeV]], 0.0308588283991*pb],
[[[850.0*GeV, 580.0*GeV, 575.0*GeV], [850.0*GeV, 575.0*GeV]], 0.0345799176756*pb],
[[[850.0*GeV, 605.0*GeV, 600.0*GeV], [850.0*GeV, 600.0*GeV]], 0.0378302666062*pb],
[[[850.0*GeV, 630.0*GeV, 625.0*GeV], [850.0*GeV, 625.0*GeV]], 0.0410123209344*pb],
[[[850.0*GeV, 655.0*GeV, 650.0*GeV], [850.0*GeV, 650.0*GeV]], 0.0446943860157*pb],
[[[850.0*GeV, 680.0*GeV, 675.0*GeV], [850.0*GeV, 675.0*GeV]], 0.0494066335854*pb],
[[[850.0*GeV, 705.0*GeV, 700.0*GeV], [850.0*GeV, 700.0*GeV]], 0.0551504617463*pb],
[[[875.0*GeV, 5.0*GeV, 0.0*GeV], [875.0*GeV, 0.0*GeV]], 0.00608753820581*pb],
[[[875.0*GeV, 30.0*GeV, 25.0*GeV], [875.0*GeV, 25.0*GeV]], 0.00604340893168*pb],
[[[875.0*GeV, 55.0*GeV, 50.0*GeV], [875.0*GeV, 50.0*GeV]], 0.00628960958249*pb],
[[[875.0*GeV, 80.0*GeV, 75.0*GeV], [875.0*GeV, 75.0*GeV]], 0.00643030007134*pb],
[[[875.0*GeV, 105.0*GeV, 100.0*GeV], [875.0*GeV, 100.0*GeV]], 0.00663829216333*pb],
[[[875.0*GeV, 130.0*GeV, 125.0*GeV], [875.0*GeV, 125.0*GeV]], 0.00690331375256*pb],
[[[875.0*GeV, 155.0*GeV, 150.0*GeV], [875.0*GeV, 150.0*GeV]], 0.00716812837658*pb],
[[[875.0*GeV, 180.0*GeV, 175.0*GeV], [875.0*GeV, 175.0*GeV]], 0.00722946032335*pb],
[[[875.0*GeV, 205.0*GeV, 200.0*GeV], [875.0*GeV, 200.0*GeV]], 0.00729141947722*pb],
[[[875.0*GeV, 230.0*GeV, 225.0*GeV], [875.0*GeV, 225.0*GeV]], 0.00742631578033*pb],
[[[875.0*GeV, 255.0*GeV, 250.0*GeV], [875.0*GeV, 250.0*GeV]], 0.007656365919*pb],
[[[875.0*GeV, 280.0*GeV, 275.0*GeV], [875.0*GeV, 275.0*GeV]], 0.00800278256001*pb],
[[[875.0*GeV, 305.0*GeV, 300.0*GeV], [875.0*GeV, 300.0*GeV]], 0.00848622294503*pb],
[[[875.0*GeV, 330.0*GeV, 325.0*GeV], [875.0*GeV, 325.0*GeV]], 0.00913065109675*pb],
[[[875.0*GeV, 355.0*GeV, 350.0*GeV], [875.0*GeV, 350.0*GeV]], 0.00991275571611*pb],
[[[875.0*GeV, 380.0*GeV, 375.0*GeV], [875.0*GeV, 375.0*GeV]], 0.010603038376*pb],
[[[875.0*GeV, 405.0*GeV, 400.0*GeV], [875.0*GeV, 400.0*GeV]], 0.0114308330959*pb],
[[[875.0*GeV, 430.0*GeV, 425.0*GeV], [875.0*GeV, 425.0*GeV]], 0.012491056561*pb],
[[[875.0*GeV, 455.0*GeV, 450.0*GeV], [875.0*GeV, 450.0*GeV]], 0.0139155730166*pb],
[[[875.0*GeV, 480.0*GeV, 475.0*GeV], [875.0*GeV, 475.0*GeV]], 0.0160218508326*pb],
[[[875.0*GeV, 505.0*GeV, 500.0*GeV], [875.0*GeV, 500.0*GeV]], 0.0186061776933*pb],
[[[875.0*GeV, 530.0*GeV, 525.0*GeV], [875.0*GeV, 525.0*GeV]], 0.0214466703844*pb],
[[[875.0*GeV, 555.0*GeV, 550.0*GeV], [875.0*GeV, 550.0*GeV]], 0.0243440919979*pb],
[[[875.0*GeV, 580.0*GeV, 575.0*GeV], [875.0*GeV, 575.0*GeV]], 0.0270662483309*pb],
[[[875.0*GeV, 605.0*GeV, 600.0*GeV], [875.0*GeV, 600.0*GeV]], 0.0295456088874*pb],
[[[875.0*GeV, 630.0*GeV, 625.0*GeV], [875.0*GeV, 625.0*GeV]], 0.0318516502929*pb],
[[[875.0*GeV, 655.0*GeV, 650.0*GeV], [875.0*GeV, 650.0*GeV]], 0.0345961174556*pb],
[[[875.0*GeV, 680.0*GeV, 675.0*GeV], [875.0*GeV, 675.0*GeV]], 0.0388221701233*pb],
[[[875.0*GeV, 705.0*GeV, 700.0*GeV], [875.0*GeV, 700.0*GeV]], 0.0440945148703*pb],
[[[900.0*GeV, 5.0*GeV, 0.0*GeV], [900.0*GeV, 0.0*GeV]], 0.00577220887393*pb],
[[[900.0*GeV, 30.0*GeV, 25.0*GeV], [900.0*GeV, 25.0*GeV]], 0.00577871544879*pb],
[[[900.0*GeV, 55.0*GeV, 50.0*GeV], [900.0*GeV, 50.0*GeV]], 0.00580635502786*pb],
[[[900.0*GeV, 80.0*GeV, 75.0*GeV], [900.0*GeV, 75.0*GeV]], 0.00601364444602*pb],
[[[900.0*GeV, 105.0*GeV, 100.0*GeV], [900.0*GeV, 100.0*GeV]], 0.00624096387822*pb],
[[[900.0*GeV, 130.0*GeV, 125.0*GeV], [900.0*GeV, 125.0*GeV]], 0.00649763562272*pb],
[[[900.0*GeV, 155.0*GeV, 150.0*GeV], [900.0*GeV, 150.0*GeV]], 0.00674883351999*pb],
[[[900.0*GeV, 180.0*GeV, 175.0*GeV], [900.0*GeV, 175.0*GeV]], 0.00681358399823*pb],
[[[900.0*GeV, 205.0*GeV, 200.0*GeV], [900.0*GeV, 200.0*GeV]], 0.00687703279583*pb],
[[[900.0*GeV, 230.0*GeV, 225.0*GeV], [900.0*GeV, 225.0*GeV]], 0.00699788605676*pb],
[[[900.0*GeV, 255.0*GeV, 250.0*GeV], [900.0*GeV, 250.0*GeV]], 0.00719630281004*pb],
[[[900.0*GeV, 280.0*GeV, 275.0*GeV], [900.0*GeV, 275.0*GeV]], 0.00748460594894*pb],
[[[900.0*GeV, 305.0*GeV, 300.0*GeV], [900.0*GeV, 300.0*GeV]], 0.00787280241558*pb],
[[[900.0*GeV, 330.0*GeV, 325.0*GeV], [900.0*GeV, 325.0*GeV]], 0.0083565590261*pb],
[[[900.0*GeV, 355.0*GeV, 350.0*GeV], [900.0*GeV, 350.0*GeV]], 0.00889823151723*pb],
[[[900.0*GeV, 380.0*GeV, 375.0*GeV], [900.0*GeV, 375.0*GeV]], 0.00953419963677*pb],
[[[900.0*GeV, 405.0*GeV, 400.0*GeV], [900.0*GeV, 400.0*GeV]], 0.0102346453395*pb],
[[[900.0*GeV, 430.0*GeV, 425.0*GeV], [900.0*GeV, 425.0*GeV]], 0.0110626439868*pb],
[[[900.0*GeV, 455.0*GeV, 450.0*GeV], [900.0*GeV, 450.0*GeV]], 0.012104676927*pb],
[[[900.0*GeV, 480.0*GeV, 475.0*GeV], [900.0*GeV, 475.0*GeV]], 0.0137416640067*pb],
[[[900.0*GeV, 505.0*GeV, 500.0*GeV], [900.0*GeV, 500.0*GeV]], 0.015665506262*pb],
[[[900.0*GeV, 530.0*GeV, 525.0*GeV], [900.0*GeV, 525.0*GeV]], 0.0177277502591*pb],
[[[900.0*GeV, 555.0*GeV, 550.0*GeV], [900.0*GeV, 550.0*GeV]], 0.0197951869763*pb],
[[[900.0*GeV, 580.0*GeV, 575.0*GeV], [900.0*GeV, 575.0*GeV]], 0.0219334011277*pb],
[[[900.0*GeV, 605.0*GeV, 600.0*GeV], [900.0*GeV, 600.0*GeV]], 0.0238794523875*pb],
[[[900.0*GeV, 630.0*GeV, 625.0*GeV], [900.0*GeV, 625.0*GeV]], 0.0255798384325*pb],
[[[900.0*GeV, 655.0*GeV, 650.0*GeV], [900.0*GeV, 650.0*GeV]], 0.0272685382601*pb],
[[[900.0*GeV, 680.0*GeV, 675.0*GeV], [900.0*GeV, 675.0*GeV]], 0.0314209286312*pb],
[[[900.0*GeV, 705.0*GeV, 700.0*GeV], [900.0*GeV, 700.0*GeV]], 0.0361688331678*pb]]
