txName: T2tt
constraint: [[['t']],[['t']]]
condition: None
conditionDescription: None
susyProcess: pp --> stop stop, stop  --> top lsp
figureUrl: http://cms-results.web.cern.ch/cms-results/public-results/superseded/SUS-16-050/CMS-PAS-SUS-16-050_Figure_007.png
dataUrl: http://cms-results.web.cern.ch/cms-results/public-results/superseded/SUS-16-050/CMS-PAS-SUS-16-050_Figure_007.root
source: CMS
validated: True
axes: [[x, y], [x, y]]
upperLimits: [[[[2.1250E+02*GeV,0.0000E+00*GeV],[2.1250E+02*GeV,0.0000E+00*GeV]],2.7152E+02*pb],
[[[4.3750E+02*GeV,8.7500E+01*GeV],[4.3750E+02*GeV,8.7500E+01*GeV]],1.4379E-01*pb],
[[[4.3750E+02*GeV,1.0000E+02*GeV],[4.3750E+02*GeV,1.0000E+02*GeV]],1.5488E-01*pb],
[[[4.3750E+02*GeV,1.1250E+02*GeV],[4.3750E+02*GeV,1.1250E+02*GeV]],1.6615E-01*pb],
[[[4.3750E+02*GeV,1.2500E+02*GeV],[4.3750E+02*GeV,1.2500E+02*GeV]],1.7463E-01*pb],
[[[4.3750E+02*GeV,1.3750E+02*GeV],[4.3750E+02*GeV,1.3750E+02*GeV]],1.8447E-01*pb],
[[[4.3750E+02*GeV,1.5000E+02*GeV],[4.3750E+02*GeV,1.5000E+02*GeV]],2.2858E-01*pb],
[[[4.3750E+02*GeV,1.6250E+02*GeV],[4.3750E+02*GeV,1.6250E+02*GeV]],2.7486E-01*pb],
[[[4.3750E+02*GeV,1.7500E+02*GeV],[4.3750E+02*GeV,1.7500E+02*GeV]],3.7883E-01*pb],
[[[4.3750E+02*GeV,1.8750E+02*GeV],[4.3750E+02*GeV,1.8750E+02*GeV]],4.5198E-01*pb],
[[[4.3750E+02*GeV,2.0000E+02*GeV],[4.3750E+02*GeV,2.0000E+02*GeV]],5.2027E-01*pb],
[[[4.3750E+02*GeV,2.1250E+02*GeV],[4.3750E+02*GeV,2.1250E+02*GeV]],5.9371E-01*pb],
[[[4.3750E+02*GeV,2.2500E+02*GeV],[4.3750E+02*GeV,2.2500E+02*GeV]],6.6313E-01*pb],
[[[4.3750E+02*GeV,2.3750E+02*GeV],[4.3750E+02*GeV,2.3750E+02*GeV]],7.0874E-01*pb],
[[[4.3750E+02*GeV,2.5000E+02*GeV],[4.3750E+02*GeV,2.5000E+02*GeV]],8.0769E-01*pb],
[[[4.3750E+02*GeV,2.6250E+02*GeV],[4.3750E+02*GeV,2.6250E+02*GeV]],9.7088E-01*pb],
[[[4.5000E+02*GeV,0.0000E+00*GeV],[4.5000E+02*GeV,0.0000E+00*GeV]],9.0281E-02*pb],
[[[4.5000E+02*GeV,1.2500E+01*GeV],[4.5000E+02*GeV,1.2500E+01*GeV]],9.6088E-02*pb],
[[[4.5000E+02*GeV,2.5000E+01*GeV],[4.5000E+02*GeV,2.5000E+01*GeV]],9.8164E-02*pb],
[[[4.5000E+02*GeV,3.7500E+01*GeV],[4.5000E+02*GeV,3.7500E+01*GeV]],9.9226E-02*pb],
[[[4.5000E+02*GeV,5.0000E+01*GeV],[4.5000E+02*GeV,5.0000E+01*GeV]],9.6825E-02*pb],
[[[4.5000E+02*GeV,6.2500E+01*GeV],[4.5000E+02*GeV,6.2500E+01*GeV]],1.0771E-01*pb],
[[[4.5000E+02*GeV,7.5000E+01*GeV],[4.5000E+02*GeV,7.5000E+01*GeV]],1.1625E-01*pb],
[[[4.5000E+02*GeV,8.7500E+01*GeV],[4.5000E+02*GeV,8.7500E+01*GeV]],1.2449E-01*pb],
[[[4.5000E+02*GeV,1.0000E+02*GeV],[4.5000E+02*GeV,1.0000E+02*GeV]],1.3096E-01*pb],
[[[4.5000E+02*GeV,1.1250E+02*GeV],[4.5000E+02*GeV,1.1250E+02*GeV]],1.4340E-01*pb],
[[[4.5000E+02*GeV,1.2500E+02*GeV],[4.5000E+02*GeV,1.2500E+02*GeV]],1.5366E-01*pb],
[[[4.5000E+02*GeV,1.3750E+02*GeV],[4.5000E+02*GeV,1.3750E+02*GeV]],1.6436E-01*pb],
[[[4.5000E+02*GeV,1.5000E+02*GeV],[4.5000E+02*GeV,1.5000E+02*GeV]],1.7468E-01*pb],
[[[4.5000E+02*GeV,1.6250E+02*GeV],[4.5000E+02*GeV,1.6250E+02*GeV]],2.2088E-01*pb],
[[[4.5000E+02*GeV,1.7500E+02*GeV],[4.5000E+02*GeV,1.7500E+02*GeV]],2.6942E-01*pb],
[[[4.5000E+02*GeV,1.8750E+02*GeV],[4.5000E+02*GeV,1.8750E+02*GeV]],3.4044E-01*pb],
[[[4.5000E+02*GeV,2.0000E+02*GeV],[4.5000E+02*GeV,2.0000E+02*GeV]],3.8493E-01*pb],
[[[4.5000E+02*GeV,2.1250E+02*GeV],[4.5000E+02*GeV,2.1250E+02*GeV]],4.6464E-01*pb],
[[[4.5000E+02*GeV,2.2500E+02*GeV],[4.5000E+02*GeV,2.2500E+02*GeV]],5.3695E-01*pb],
[[[4.5000E+02*GeV,2.3750E+02*GeV],[4.5000E+02*GeV,2.3750E+02*GeV]],5.7365E-01*pb],
[[[4.5000E+02*GeV,2.5000E+02*GeV],[4.5000E+02*GeV,2.5000E+02*GeV]],6.0437E-01*pb],
[[[4.5000E+02*GeV,2.6250E+02*GeV],[4.5000E+02*GeV,2.6250E+02*GeV]],8.4064E-01*pb],
[[[4.5000E+02*GeV,2.7500E+02*GeV],[4.5000E+02*GeV,2.7500E+02*GeV]],9.9499E-01*pb],
[[[4.6250E+02*GeV,0.0000E+00*GeV],[4.6250E+02*GeV,0.0000E+00*GeV]],8.1469E-02*pb],
[[[4.6250E+02*GeV,1.2500E+01*GeV],[4.6250E+02*GeV,1.2500E+01*GeV]],8.2138E-02*pb],
[[[4.6250E+02*GeV,2.5000E+01*GeV],[4.6250E+02*GeV,2.5000E+01*GeV]],8.5505E-02*pb],
[[[4.6250E+02*GeV,3.7500E+01*GeV],[4.6250E+02*GeV,3.7500E+01*GeV]],8.7724E-02*pb],
[[[4.6250E+02*GeV,5.0000E+01*GeV],[4.6250E+02*GeV,5.0000E+01*GeV]],8.7637E-02*pb],
[[[4.6250E+02*GeV,6.2500E+01*GeV],[4.6250E+02*GeV,6.2500E+01*GeV]],8.8717E-02*pb],
[[[4.6250E+02*GeV,7.5000E+01*GeV],[4.6250E+02*GeV,7.5000E+01*GeV]],9.8135E-02*pb],
[[[4.6250E+02*GeV,8.7500E+01*GeV],[4.6250E+02*GeV,8.7500E+01*GeV]],1.0696E-01*pb],
[[[4.6250E+02*GeV,1.0000E+02*GeV],[4.6250E+02*GeV,1.0000E+02*GeV]],1.1461E-01*pb],
[[[4.6250E+02*GeV,1.1250E+02*GeV],[4.6250E+02*GeV,1.1250E+02*GeV]],1.2284E-01*pb],
[[[4.6250E+02*GeV,1.2500E+02*GeV],[4.6250E+02*GeV,1.2500E+02*GeV]],1.3395E-01*pb],
[[[4.6250E+02*GeV,1.3750E+02*GeV],[4.6250E+02*GeV,1.3750E+02*GeV]],1.4461E-01*pb],
[[[4.6250E+02*GeV,1.5000E+02*GeV],[4.6250E+02*GeV,1.5000E+02*GeV]],1.5485E-01*pb],
[[[4.6250E+02*GeV,1.6250E+02*GeV],[4.6250E+02*GeV,1.6250E+02*GeV]],1.6454E-01*pb],
[[[4.6250E+02*GeV,1.7500E+02*GeV],[4.6250E+02*GeV,1.7500E+02*GeV]],2.1095E-01*pb],
[[[4.6250E+02*GeV,1.8750E+02*GeV],[4.6250E+02*GeV,1.8750E+02*GeV]],2.5544E-01*pb],
[[[4.6250E+02*GeV,2.0000E+02*GeV],[4.6250E+02*GeV,2.0000E+02*GeV]],3.0621E-01*pb],
[[[4.6250E+02*GeV,2.1250E+02*GeV],[4.6250E+02*GeV,2.1250E+02*GeV]],3.4300E-01*pb],
[[[4.6250E+02*GeV,2.2500E+02*GeV],[4.6250E+02*GeV,2.2500E+02*GeV]],4.0639E-01*pb],
[[[4.6250E+02*GeV,2.3750E+02*GeV],[4.6250E+02*GeV,2.3750E+02*GeV]],4.4455E-01*pb],
[[[4.6250E+02*GeV,2.5000E+02*GeV],[4.6250E+02*GeV,2.5000E+02*GeV]],5.4835E-01*pb],
[[[4.6250E+02*GeV,2.6250E+02*GeV],[4.6250E+02*GeV,2.6250E+02*GeV]],7.9230E-01*pb],
[[[4.6250E+02*GeV,2.7500E+02*GeV],[4.6250E+02*GeV,2.7500E+02*GeV]],9.1313E-01*pb],
[[[4.6250E+02*GeV,2.8750E+02*GeV],[4.6250E+02*GeV,2.8750E+02*GeV]],8.8500E-01*pb],
[[[4.7500E+02*GeV,0.0000E+00*GeV],[4.7500E+02*GeV,0.0000E+00*GeV]],7.1989E-02*pb],
[[[4.7500E+02*GeV,1.2500E+01*GeV],[4.7500E+02*GeV,1.2500E+01*GeV]],7.3101E-02*pb],
[[[4.7500E+02*GeV,2.5000E+01*GeV],[4.7500E+02*GeV,2.5000E+01*GeV]],7.3994E-02*pb],
[[[4.7500E+02*GeV,3.7500E+01*GeV],[4.7500E+02*GeV,3.7500E+01*GeV]],7.6213E-02*pb],
[[[4.7500E+02*GeV,5.0000E+01*GeV],[4.7500E+02*GeV,5.0000E+01*GeV]],7.7284E-02*pb],
[[[4.7500E+02*GeV,6.2500E+01*GeV],[4.7500E+02*GeV,6.2500E+01*GeV]],7.9204E-02*pb],
[[[4.7500E+02*GeV,7.5000E+01*GeV],[4.7500E+02*GeV,7.5000E+01*GeV]],8.0610E-02*pb],
[[[4.7500E+02*GeV,8.7500E+01*GeV],[4.7500E+02*GeV,8.7500E+01*GeV]],8.9436E-02*pb],
[[[4.7500E+02*GeV,1.0000E+02*GeV],[4.7500E+02*GeV,1.0000E+02*GeV]],9.7671E-02*pb],
[[[4.7500E+02*GeV,1.1250E+02*GeV],[4.7500E+02*GeV,1.1250E+02*GeV]],1.0650E-01*pb],
[[[4.7500E+02*GeV,1.2500E+02*GeV],[4.7500E+02*GeV,1.2500E+02*GeV]],1.1471E-01*pb],
[[[4.7500E+02*GeV,1.3750E+02*GeV],[4.7500E+02*GeV,1.3750E+02*GeV]],1.2537E-01*pb],
[[[4.7500E+02*GeV,1.5000E+02*GeV],[4.7500E+02*GeV,1.5000E+02*GeV]],1.3556E-01*pb],
[[[4.7500E+02*GeV,1.6250E+02*GeV],[4.7500E+02*GeV,1.6250E+02*GeV]],1.4584E-01*pb],
[[[4.7500E+02*GeV,1.7500E+02*GeV],[4.7500E+02*GeV,1.7500E+02*GeV]],1.5440E-01*pb],
[[[4.7500E+02*GeV,1.8750E+02*GeV],[4.7500E+02*GeV,1.8750E+02*GeV]],2.0079E-01*pb],
[[[4.7500E+02*GeV,2.0000E+02*GeV],[4.7500E+02*GeV,2.0000E+02*GeV]],2.4147E-01*pb],
[[[4.7500E+02*GeV,2.1250E+02*GeV],[4.7500E+02*GeV,2.1250E+02*GeV]],2.7796E-01*pb],
[[[4.7500E+02*GeV,2.2500E+02*GeV],[4.7500E+02*GeV,2.2500E+02*GeV]],3.0107E-01*pb],
[[[4.7500E+02*GeV,2.3750E+02*GeV],[4.7500E+02*GeV,2.3750E+02*GeV]],3.5196E-01*pb],
[[[4.7500E+02*GeV,2.5000E+02*GeV],[4.7500E+02*GeV,2.5000E+02*GeV]],3.5216E-01*pb],
[[[4.7500E+02*GeV,2.6250E+02*GeV],[4.7500E+02*GeV,2.6250E+02*GeV]],6.3236E-01*pb],
[[[4.7500E+02*GeV,2.7500E+02*GeV],[4.7500E+02*GeV,2.7500E+02*GeV]],9.8023E-01*pb],
[[[4.7500E+02*GeV,2.8750E+02*GeV],[4.7500E+02*GeV,2.8750E+02*GeV]],8.4805E-01*pb],
[[[4.7500E+02*GeV,3.0000E+02*GeV],[4.7500E+02*GeV,3.0000E+02*GeV]],7.7501E-01*pb],
[[[4.8750E+02*GeV,0.0000E+00*GeV],[4.8750E+02*GeV,0.0000E+00*GeV]],6.2655E-02*pb],
[[[4.8750E+02*GeV,1.2500E+01*GeV],[4.8750E+02*GeV,1.2500E+01*GeV]],6.4284E-02*pb],
[[[4.8750E+02*GeV,2.5000E+01*GeV],[4.8750E+02*GeV,2.5000E+01*GeV]],6.5176E-02*pb],
[[[4.8750E+02*GeV,3.7500E+01*GeV],[4.8750E+02*GeV,3.7500E+01*GeV]],6.5850E-02*pb],
[[[4.8750E+02*GeV,5.0000E+01*GeV],[4.8750E+02*GeV,5.0000E+01*GeV]],6.7761E-02*pb],
[[[4.8750E+02*GeV,6.2500E+01*GeV],[4.8750E+02*GeV,6.2500E+01*GeV]],7.0205E-02*pb],
[[[4.8750E+02*GeV,7.5000E+01*GeV],[4.8750E+02*GeV,7.5000E+01*GeV]],7.1611E-02*pb],
[[[4.8750E+02*GeV,8.7500E+01*GeV],[4.8750E+02*GeV,8.7500E+01*GeV]],7.2503E-02*pb],
[[[4.8750E+02*GeV,1.0000E+02*GeV],[4.8750E+02*GeV,1.0000E+02*GeV]],8.1337E-02*pb],
[[[4.8750E+02*GeV,1.1250E+02*GeV],[4.8750E+02*GeV,1.1250E+02*GeV]],9.0778E-02*pb],
[[[4.8750E+02*GeV,1.2500E+02*GeV],[4.8750E+02*GeV,1.2500E+02*GeV]],9.8990E-02*pb],
[[[4.8750E+02*GeV,1.3750E+02*GeV],[4.8750E+02*GeV,1.3750E+02*GeV]],1.0659E-01*pb],
[[[4.8750E+02*GeV,1.5000E+02*GeV],[4.8750E+02*GeV,1.5000E+02*GeV]],1.1737E-01*pb],
[[[4.8750E+02*GeV,1.6250E+02*GeV],[4.8750E+02*GeV,1.6250E+02*GeV]],1.2887E-01*pb],
[[[4.8750E+02*GeV,1.7500E+02*GeV],[4.8750E+02*GeV,1.7500E+02*GeV]],1.3933E-01*pb],
[[[4.8750E+02*GeV,1.8750E+02*GeV],[4.8750E+02*GeV,1.8750E+02*GeV]],1.5186E-01*pb],
[[[4.8750E+02*GeV,2.0000E+02*GeV],[4.8750E+02*GeV,2.0000E+02*GeV]],1.9224E-01*pb],
[[[4.8750E+02*GeV,2.1250E+02*GeV],[4.8750E+02*GeV,2.1250E+02*GeV]],2.2630E-01*pb],
[[[4.8750E+02*GeV,2.2500E+02*GeV],[4.8750E+02*GeV,2.2500E+02*GeV]],2.6214E-01*pb],
[[[4.8750E+02*GeV,2.3750E+02*GeV],[4.8750E+02*GeV,2.3750E+02*GeV]],3.1007E-01*pb],
[[[4.8750E+02*GeV,2.5000E+02*GeV],[4.8750E+02*GeV,2.5000E+02*GeV]],3.4652E-01*pb],
[[[4.8750E+02*GeV,2.6250E+02*GeV],[4.8750E+02*GeV,2.6250E+02*GeV]],4.0476E-01*pb],
[[[4.8750E+02*GeV,2.7500E+02*GeV],[4.8750E+02*GeV,2.7500E+02*GeV]],6.4857E-01*pb],
[[[4.8750E+02*GeV,2.8750E+02*GeV],[4.8750E+02*GeV,2.8750E+02*GeV]],7.5195E-01*pb],
[[[4.8750E+02*GeV,3.0000E+02*GeV],[4.8750E+02*GeV,3.0000E+02*GeV]],7.0500E-01*pb],
[[[4.8750E+02*GeV,3.1250E+02*GeV],[4.8750E+02*GeV,3.1250E+02*GeV]],7.6939E-01*pb],
[[[5.0000E+02*GeV,0.0000E+00*GeV],[5.0000E+02*GeV,0.0000E+00*GeV]],5.1692E-02*pb],
[[[5.0000E+02*GeV,1.2500E+01*GeV],[5.0000E+02*GeV,1.2500E+01*GeV]],5.4965E-02*pb],
[[[5.0000E+02*GeV,2.5000E+01*GeV],[5.0000E+02*GeV,2.5000E+01*GeV]],5.6578E-02*pb],
[[[5.0000E+02*GeV,3.7500E+01*GeV],[5.0000E+02*GeV,3.7500E+01*GeV]],5.7873E-02*pb],
[[[5.0000E+02*GeV,5.0000E+01*GeV],[5.0000E+02*GeV,5.0000E+01*GeV]],5.7707E-02*pb],
[[[5.0000E+02*GeV,6.2500E+01*GeV],[5.0000E+02*GeV,6.2500E+01*GeV]],6.1196E-02*pb],
[[[5.0000E+02*GeV,7.5000E+01*GeV],[5.0000E+02*GeV,7.5000E+01*GeV]],6.3125E-02*pb],
[[[5.0000E+02*GeV,8.7500E+01*GeV],[5.0000E+02*GeV,8.7500E+01*GeV]],6.4585E-02*pb],
[[[5.0000E+02*GeV,1.0000E+02*GeV],[5.0000E+02*GeV,1.0000E+02*GeV]],6.4395E-02*pb],
[[[5.0000E+02*GeV,1.1250E+02*GeV],[5.0000E+02*GeV,1.1250E+02*GeV]],7.5061E-02*pb],
[[[5.0000E+02*GeV,1.2500E+02*GeV],[5.0000E+02*GeV,1.2500E+02*GeV]],8.3886E-02*pb],
[[[5.0000E+02*GeV,1.3750E+02*GeV],[5.0000E+02*GeV,1.3750E+02*GeV]],9.1922E-02*pb],
[[[5.0000E+02*GeV,1.5000E+02*GeV],[5.0000E+02*GeV,1.5000E+02*GeV]],9.8459E-02*pb],
[[[5.0000E+02*GeV,1.6250E+02*GeV],[5.0000E+02*GeV,1.6250E+02*GeV]],1.1050E-01*pb],
[[[5.0000E+02*GeV,1.7500E+02*GeV],[5.0000E+02*GeV,1.7500E+02*GeV]],1.2217E-01*pb],
[[[5.0000E+02*GeV,1.8750E+02*GeV],[5.0000E+02*GeV,1.8750E+02*GeV]],1.3480E-01*pb],
[[[5.0000E+02*GeV,2.0000E+02*GeV],[5.0000E+02*GeV,2.0000E+02*GeV]],1.4932E-01*pb],
[[[5.0000E+02*GeV,2.1250E+02*GeV],[5.0000E+02*GeV,2.1250E+02*GeV]],1.8129E-01*pb],
[[[5.0000E+02*GeV,2.2500E+02*GeV],[5.0000E+02*GeV,2.2500E+02*GeV]],2.1113E-01*pb],
[[[5.0000E+02*GeV,2.3750E+02*GeV],[5.0000E+02*GeV,2.3750E+02*GeV]],2.5724E-01*pb],
[[[5.0000E+02*GeV,2.5000E+02*GeV],[5.0000E+02*GeV,2.5000E+02*GeV]],3.1907E-01*pb],
[[[5.0000E+02*GeV,2.6250E+02*GeV],[5.0000E+02*GeV,2.6250E+02*GeV]],3.7404E-01*pb],
[[[5.0000E+02*GeV,2.7500E+02*GeV],[5.0000E+02*GeV,2.7500E+02*GeV]],4.5735E-01*pb],
[[[5.0000E+02*GeV,2.8750E+02*GeV],[5.0000E+02*GeV,2.8750E+02*GeV]],5.4937E-01*pb],
[[[5.0000E+02*GeV,3.0000E+02*GeV],[5.0000E+02*GeV,3.0000E+02*GeV]],5.2366E-01*pb],
[[[5.0000E+02*GeV,3.1250E+02*GeV],[5.0000E+02*GeV,3.1250E+02*GeV]],6.8396E-01*pb],
[[[5.0000E+02*GeV,3.2500E+02*GeV],[5.0000E+02*GeV,3.2500E+02*GeV]],7.6377E-01*pb],
[[[5.1250E+02*GeV,0.0000E+00*GeV],[5.1250E+02*GeV,0.0000E+00*GeV]],4.7213E-02*pb],
[[[5.1250E+02*GeV,1.2500E+01*GeV],[5.1250E+02*GeV,1.2500E+01*GeV]],4.7305E-02*pb],
[[[5.1250E+02*GeV,2.5000E+01*GeV],[5.1250E+02*GeV,2.5000E+01*GeV]],4.9540E-02*pb],
[[[5.1250E+02*GeV,3.7500E+01*GeV],[5.1250E+02*GeV,3.7500E+01*GeV]],5.1359E-02*pb],
[[[5.1250E+02*GeV,5.0000E+01*GeV],[5.1250E+02*GeV,5.0000E+01*GeV]],5.2238E-02*pb],
[[[5.1250E+02*GeV,6.2500E+01*GeV],[5.1250E+02*GeV,6.2500E+01*GeV]],5.3748E-02*pb],
[[[5.1250E+02*GeV,7.5000E+01*GeV],[5.1250E+02*GeV,7.5000E+01*GeV]],5.6245E-02*pb],
[[[5.1250E+02*GeV,8.7500E+01*GeV],[5.1250E+02*GeV,8.7500E+01*GeV]],5.8317E-02*pb],
[[[5.1250E+02*GeV,1.0000E+02*GeV],[5.1250E+02*GeV,1.0000E+02*GeV]],5.9351E-02*pb],
[[[5.1250E+02*GeV,1.1250E+02*GeV],[5.1250E+02*GeV,1.1250E+02*GeV]],6.1185E-02*pb],
[[[5.1250E+02*GeV,1.2500E+02*GeV],[5.1250E+02*GeV,1.2500E+02*GeV]],7.0451E-02*pb],
[[[5.1250E+02*GeV,1.3750E+02*GeV],[5.1250E+02*GeV,1.3750E+02*GeV]],7.8756E-02*pb],
[[[5.1250E+02*GeV,1.5000E+02*GeV],[5.1250E+02*GeV,1.5000E+02*GeV]],8.5832E-02*pb],
[[[5.1250E+02*GeV,1.6250E+02*GeV],[5.1250E+02*GeV,1.6250E+02*GeV]],9.2486E-02*pb],
[[[5.1250E+02*GeV,1.7500E+02*GeV],[5.1250E+02*GeV,1.7500E+02*GeV]],1.0425E-01*pb],
[[[5.1250E+02*GeV,1.8750E+02*GeV],[5.1250E+02*GeV,1.8750E+02*GeV]],1.1583E-01*pb],
[[[5.1250E+02*GeV,2.0000E+02*GeV],[5.1250E+02*GeV,2.0000E+02*GeV]],1.2826E-01*pb],
[[[5.1250E+02*GeV,2.1250E+02*GeV],[5.1250E+02*GeV,2.1250E+02*GeV]],1.3842E-01*pb],
[[[5.1250E+02*GeV,2.2500E+02*GeV],[5.1250E+02*GeV,2.2500E+02*GeV]],1.6643E-01*pb],
[[[5.1250E+02*GeV,2.3750E+02*GeV],[5.1250E+02*GeV,2.3750E+02*GeV]],1.8868E-01*pb],
[[[5.1250E+02*GeV,2.5000E+02*GeV],[5.1250E+02*GeV,2.5000E+02*GeV]],2.4724E-01*pb],
[[[5.1250E+02*GeV,2.6250E+02*GeV],[5.1250E+02*GeV,2.6250E+02*GeV]],3.1497E-01*pb],
[[[5.1250E+02*GeV,2.7500E+02*GeV],[5.1250E+02*GeV,2.7500E+02*GeV]],3.8693E-01*pb],
[[[5.1250E+02*GeV,2.8750E+02*GeV],[5.1250E+02*GeV,2.8750E+02*GeV]],4.6452E-01*pb],
[[[5.1250E+02*GeV,3.0000E+02*GeV],[5.1250E+02*GeV,3.0000E+02*GeV]],5.3472E-01*pb],
[[[5.1250E+02*GeV,3.1250E+02*GeV],[5.1250E+02*GeV,3.1250E+02*GeV]],6.7903E-01*pb],
[[[5.1250E+02*GeV,3.2500E+02*GeV],[5.1250E+02*GeV,3.2500E+02*GeV]],7.3566E-01*pb],
[[[5.1250E+02*GeV,3.3750E+02*GeV],[5.1250E+02*GeV,3.3750E+02*GeV]],6.6546E-01*pb],
[[[5.2500E+02*GeV,0.0000E+00*GeV],[5.2500E+02*GeV,0.0000E+00*GeV]],4.2642E-02*pb],
[[[5.2500E+02*GeV,1.2500E+01*GeV],[5.2500E+02*GeV,1.2500E+01*GeV]],4.2919E-02*pb],
[[[5.2500E+02*GeV,2.5000E+01*GeV],[5.2500E+02*GeV,2.5000E+01*GeV]],4.2918E-02*pb],
[[[5.2500E+02*GeV,3.7500E+01*GeV],[5.2500E+02*GeV,3.7500E+01*GeV]],4.4737E-02*pb],
[[[5.2500E+02*GeV,5.0000E+01*GeV],[5.2500E+02*GeV,5.0000E+01*GeV]],4.6140E-02*pb],
[[[5.2500E+02*GeV,6.2500E+01*GeV],[5.2500E+02*GeV,6.2500E+01*GeV]],4.8077E-02*pb],
[[[5.2500E+02*GeV,7.5000E+01*GeV],[5.2500E+02*GeV,7.5000E+01*GeV]],4.9790E-02*pb],
[[[5.2500E+02*GeV,8.7500E+01*GeV],[5.2500E+02*GeV,8.7500E+01*GeV]],5.1861E-02*pb],
[[[5.2500E+02*GeV,1.0000E+02*GeV],[5.2500E+02*GeV,1.0000E+02*GeV]],5.3508E-02*pb],
[[[5.2500E+02*GeV,1.1250E+02*GeV],[5.2500E+02*GeV,1.1250E+02*GeV]],5.5715E-02*pb],
[[[5.2500E+02*GeV,1.2500E+02*GeV],[5.2500E+02*GeV,1.2500E+02*GeV]],5.7976E-02*pb],
[[[5.2500E+02*GeV,1.3750E+02*GeV],[5.2500E+02*GeV,1.3750E+02*GeV]],6.6281E-02*pb],
[[[5.2500E+02*GeV,1.5000E+02*GeV],[5.2500E+02*GeV,1.5000E+02*GeV]],7.3626E-02*pb],
[[[5.2500E+02*GeV,1.6250E+02*GeV],[5.2500E+02*GeV,1.6250E+02*GeV]],8.0467E-02*pb],
[[[5.2500E+02*GeV,1.7500E+02*GeV],[5.2500E+02*GeV,1.7500E+02*GeV]],8.6512E-02*pb],
[[[5.2500E+02*GeV,1.8750E+02*GeV],[5.2500E+02*GeV,1.8750E+02*GeV]],9.8089E-02*pb],
[[[5.2500E+02*GeV,2.0000E+02*GeV],[5.2500E+02*GeV,2.0000E+02*GeV]],1.0948E-01*pb],
[[[5.2500E+02*GeV,2.1250E+02*GeV],[5.2500E+02*GeV,2.1250E+02*GeV]],1.2006E-01*pb],
[[[5.2500E+02*GeV,2.2500E+02*GeV],[5.2500E+02*GeV,2.2500E+02*GeV]],1.2751E-01*pb],
[[[5.2500E+02*GeV,2.3750E+02*GeV],[5.2500E+02*GeV,2.3750E+02*GeV]],1.5292E-01*pb],
[[[5.2500E+02*GeV,2.5000E+02*GeV],[5.2500E+02*GeV,2.5000E+02*GeV]],1.6623E-01*pb],
[[[5.2500E+02*GeV,2.6250E+02*GeV],[5.2500E+02*GeV,2.6250E+02*GeV]],2.3644E-01*pb],
[[[5.2500E+02*GeV,2.7500E+02*GeV],[5.2500E+02*GeV,2.7500E+02*GeV]],3.1088E-01*pb],
[[[5.2500E+02*GeV,2.8750E+02*GeV],[5.2500E+02*GeV,2.8750E+02*GeV]],3.7477E-01*pb],
[[[5.2500E+02*GeV,3.0000E+02*GeV],[5.2500E+02*GeV,3.0000E+02*GeV]],4.7168E-01*pb],
[[[5.2500E+02*GeV,3.1250E+02*GeV],[5.2500E+02*GeV,3.1250E+02*GeV]],6.1622E-01*pb],
[[[5.2500E+02*GeV,3.2500E+02*GeV],[5.2500E+02*GeV,3.2500E+02*GeV]],8.3439E-01*pb],
[[[5.2500E+02*GeV,3.3750E+02*GeV],[5.2500E+02*GeV,3.3750E+02*GeV]],6.6656E-01*pb],
[[[5.2500E+02*GeV,3.5000E+02*GeV],[5.2500E+02*GeV,3.5000E+02*GeV]],5.6715E-01*pb],
[[[5.3750E+02*GeV,0.0000E+00*GeV],[5.3750E+02*GeV,0.0000E+00*GeV]],3.8256E-02*pb],
[[[5.3750E+02*GeV,1.2500E+01*GeV],[5.3750E+02*GeV,1.2500E+01*GeV]],3.8811E-02*pb],
[[[5.3750E+02*GeV,2.5000E+01*GeV],[5.3750E+02*GeV,2.5000E+01*GeV]],3.8810E-02*pb],
[[[5.3750E+02*GeV,3.7500E+01*GeV],[5.3750E+02*GeV,3.7500E+01*GeV]],3.8531E-02*pb],
[[[5.3750E+02*GeV,5.0000E+01*GeV],[5.3750E+02*GeV,5.0000E+01*GeV]],4.0361E-02*pb],
[[[5.3750E+02*GeV,6.2500E+01*GeV],[5.3750E+02*GeV,6.2500E+01*GeV]],4.2631E-02*pb],
[[[5.3750E+02*GeV,7.5000E+01*GeV],[5.3750E+02*GeV,7.5000E+01*GeV]],4.4343E-02*pb],
[[[5.3750E+02*GeV,8.7500E+01*GeV],[5.3750E+02*GeV,8.7500E+01*GeV]],4.5831E-02*pb],
[[[5.3750E+02*GeV,1.0000E+02*GeV],[5.3750E+02*GeV,1.0000E+02*GeV]],4.7851E-02*pb],
[[[5.3750E+02*GeV,1.1250E+02*GeV],[5.3750E+02*GeV,1.1250E+02*GeV]],5.0192E-02*pb],
[[[5.3750E+02*GeV,1.2500E+02*GeV],[5.3750E+02*GeV,1.2500E+02*GeV]],5.2452E-02*pb],
[[[5.3750E+02*GeV,1.3750E+02*GeV],[5.3750E+02*GeV,1.3750E+02*GeV]],5.4766E-02*pb],
[[[5.3750E+02*GeV,1.5000E+02*GeV],[5.3750E+02*GeV,1.5000E+02*GeV]],6.2298E-02*pb],
